mag_u,mag_g,mag_r,mag_i,mag_z,redshift
26.084,21.873,20.582,19.777,19.486,0.4793
24.146,22.840,21.320,19.842,19.519,0.6538
25.373,21.901,20.419,19.560,19.335,0.4770
22.996,21.843,20.209,19.281,18.999,0.5901
22.411,21.924,20.618,19.748,19.286,0.5884
25.689,21.743,20.560,19.644,19.301,0.5593
22.701,21.460,20.019,19.095,18.726,0.5556
24.189,22.556,20.701,19.637,19.156,0.5848
25.736,22.231,20.712,19.780,19.166,0.5745
22.229,21.762,20.139,19.111,18.734,0.5858
24.468,22.285,20.820,19.699,19.036,0.5924
25.024,22.550,20.973,19.963,19.458,0.5499
26.288,22.449,20.597,19.647,19.203,0.5861
22.795,21.870,20.183,19.237,18.738,0.5023
22.065,21.494,19.788,18.923,18.495,0.4885
22.296,21.730,20.229,19.322,19.099,0.4591
25.565,23.039,21.328,20.414,20.419,0.7007
24.332,22.884,20.888,19.845,19.345,0.5776
24.333,21.620,19.735,18.575,18.195,0.5791
21.694,21.328,20.146,19.189,19.360,0.5729
23.121,22.702,21.085,19.986,19.558,0.7422
23.264,22.392,20.709,19.688,19.198,0.5821
23.292,22.408,20.792,19.740,19.513,0.5829
23.634,21.992,20.812,19.728,19.263,0.5828
23.801,22.594,21.149,20.281,19.678,0.5857
24.837,22.549,20.735,19.827,19.641,0.4928
23.461,22.456,21.094,19.813,19.297,0.5704
25.203,22.814,20.810,19.715,19.248,0.5811
25.349,21.853,20.404,19.437,19.079,0.5059
23.554,22.320,20.509,19.678,19.541,0.6372
24.130,22.204,20.771,19.608,19.035,0.5612
24.019,22.210,20.481,19.585,19.061,0.5554
25.216,22.344,20.818,19.942,19.365,0.5988
22.715,22.790,20.810,19.800,19.450,0.5349
26.396,22.457,20.948,19.989,19.902,0.5582
23.413,22.119,20.344,19.255,18.751,0.5893
23.004,22.172,20.390,19.379,19.034,0.4896
21.936,21.724,20.729,19.053,18.089,0.0002
24.963,21.539,20.095,19.061,18.705,0.5310
23.045,21.542,20.465,19.404,18.952,0.7377
22.557,22.121,20.664,19.849,19.873,0.5847
22.789,21.963,20.639,19.885,19.397,0.4886
25.425,22.005,20.470,19.213,18.740,0.5823
25.263,22.391,20.598,19.721,19.264,0.4820
26.658,22.553,20.881,19.841,19.500,0.5352
22.564,22.086,20.373,19.264,18.669,0.5880
23.710,21.931,20.512,19.660,19.115,0.7094
25.024,21.745,20.278,19.536,18.988,0.4633
26.218,22.539,21.102,20.044,19.404,0.5340
25.587,22.135,20.557,19.761,19.397,0.4497
22.244,22.457,20.779,19.726,19.143,0.5772
23.954,22.506,20.763,19.543,18.976,0.5770
24.631,22.164,20.535,19.771,19.561,0.6745
22.258,22.153,20.747,19.911,19.458,0.5505
22.310,21.746,20.462,19.571,19.305,0.4817
22.589,22.238,20.599,19.594,19.018,0.5896
23.104,22.440,21.248,20.196,19.757,0.7413
22.844,22.536,20.783,19.767,19.201,0.6072
23.422,22.458,20.592,19.572,19.206,0.5817
25.671,22.047,20.479,19.541,19.143,0.5182
25.941,21.660,20.090,19.323,18.840,0.4363
25.145,22.483,20.932,19.793,19.288,0.5802
24.547,22.880,21.119,19.902,19.402,0.5854
25.420,21.989,20.694,19.511,18.939,0.5564
23.459,22.138,20.607,19.683,19.395,0.5845
25.469,21.987,20.518,19.382,18.921,0.5787
24.636,22.423,20.687,19.616,19.051,0.5821
24.458,21.487,20.043,19.121,18.752,0.5031
25.463,23.294,22.256,21.059,21.171,0.7442
25.734,21.910,20.584,19.671,19.326,0.5156
22.614,21.911,20.549,19.598,19.347,0.5869
22.993,22.568,20.525,19.549,19.053,0.5550
22.177,21.674,19.958,19.116,18.730,0.4633
26.324,22.690,20.933,19.848,19.396,0.5774
26.137,21.924,20.583,19.648,19.215,0.4897
22.447,22.175,20.530,19.619,19.097,0.4633
25.682,22.663,20.453,19.513,18.974,0.5817
25.587,21.038,19.321,18.519,18.010,0.4514
25.838,21.367,19.812,19.041,18.627,0.4366
22.723,21.263,19.496,18.652,18.301,0.4635
21.826,21.090,19.406,18.637,18.183,0.4492
23.651,22.026,20.405,19.550,19.119,0.4616
22.605,22.351,20.580,19.464,19.400,0.6139
26.066,22.173,20.143,19.192,18.761,0.4926
24.292,22.384,20.686,19.388,19.007,0.6562
21.864,19.931,19.105,18.024,17.812,0.0002
21.998,21.493,20.120,19.025,18.408,0.5744
23.436,23.431,21.282,20.215,19.683,0.6329
26.442,21.771,20.328,19.584,19.109,0.4857
23.120,21.780,20.625,19.682,19.055,0.5712
23.818,21.979,20.572,19.691,19.560,0.5715
22.249,21.842,20.386,19.509,19.016,0.4605
26.434,22.055,20.311,19.308,18.922,0.5835
22.208,21.965,20.598,19.580,19.285,0.6879
24.690,22.346,20.687,19.657,19.119,0.5139
24.731,22.487,20.744,19.790,19.558,0.4879
24.794,22.993,21.030,20.170,20.149,0.7303
25.645,22.646,20.922,19.779,19.335,0.5696
23.250,21.796,20.248,19.450,18.926,0.4775
25.239,21.563,20.105,19.145,18.663,0.5717
25.946,22.214,20.764,19.883,19.292,0.6050
22.807,22.016,20.859,19.886,19.309,0.6340
22.436,22.024,20.471,19.295,18.870,0.5712
23.709,22.134,20.925,20.006,19.402,0.6035
23.560,23.244,21.123,19.943,19.502,0.5728
25.533,21.695,20.507,19.529,18.946,0.5779
26.467,22.834,20.727,19.779,19.195,0.5725
24.281,22.748,20.712,19.524,18.948,0.5523
24.356,21.902,20.532,19.334,18.794,0.0002
24.868,21.485,19.816,18.902,18.657,0.4644
25.597,21.919,20.000,18.871,18.436,0.5388
23.272,22.254,20.693,19.856,19.533,0.5834
22.839,21.699,20.195,19.090,18.753,0.5846
23.236,22.705,20.871,19.608,18.981,0.6629
25.455,22.409,20.745,19.753,19.418,0.5329
25.794,22.853,20.867,19.638,19.163,0.6056
23.229,21.938,20.930,19.828,19.399,0.0006
25.414,22.270,20.629,19.274,18.791,0.6051
25.400,21.993,20.527,19.634,19.248,0.4905
24.169,22.365,20.931,19.793,19.213,0.5500
26.179,23.157,20.844,19.847,19.471,0.5673
23.449,22.059,21.320,19.920,19.455,0.6679
21.971,21.807,20.480,19.601,19.280,0.5825
25.993,21.877,20.459,19.591,19.002,0.4915
22.966,22.070,20.844,19.742,19.463,0.6919
24.855,22.018,20.812,19.773,19.071,0.5741
26.241,22.161,20.533,19.351,18.858,0.6135
24.618,22.265,20.530,19.633,19.281,0.5261
23.078,22.378,20.609,19.378,18.791,0.6072
23.105,21.606,20.452,19.320,18.544,0.0002
24.903,21.834,20.234,19.410,19.096,0.5547
26.992,22.238,20.751,19.530,19.041,0.5857
23.259,22.879,20.910,19.606,19.000,0.6121
24.578,22.556,20.785,19.739,19.216,0.5546
23.817,21.743,20.350,19.206,18.761,0.5313
26.212,22.264,20.911,20.056,19.616,0.5051
22.002,21.602,20.017,18.958,18.453,0.5773
22.494,22.984,20.782,19.943,19.705,0.5061
23.176,22.030,20.368,19.450,18.883,0.3885
25.700,22.184,20.473,19.460,19.005,0.5063
21.834,21.647,20.237,19.286,18.955,0.5767
22.204,21.915,20.398,19.395,18.865,0.5349
23.132,22.268,20.730,19.608,19.055,0.5487
22.487,21.800,20.490,19.457,18.906,0.6551
24.567,22.072,20.303,19.469,18.877,0.5088
23.242,22.546,20.830,19.697,19.278,0.5050
23.497,21.677,20.480,19.418,19.206,0.5687
22.894,21.321,20.023,19.184,18.875,0.5070
25.381,22.458,21.448,20.447,20.083,0.6789
21.827,21.846,20.204,19.298,18.706,0.5234
25.536,22.258,20.555,19.614,19.021,0.5112
25.649,22.347,21.168,20.299,19.621,0.5911
22.998,20.860,19.171,18.260,17.661,0.5048
24.957,22.113,20.677,19.765,19.383,0.5115
22.777,21.595,19.918,19.002,18.695,0.5209
22.459,22.126,20.626,19.567,19.169,0.5091
24.967,22.042,21.010,20.026,20.282,0.4146
22.085,22.053,20.506,19.655,19.039,0.6534
24.249,22.692,20.603,19.517,18.926,0.5837
25.889,22.603,20.997,19.782,19.522,0.6070
22.242,21.094,19.774,18.806,18.567,0.5604
23.687,22.243,21.089,19.963,19.958,0.6346
25.092,22.535,20.356,19.430,19.222,0.6143
26.161,21.924,20.414,19.345,18.837,0.5771
23.513,22.062,20.772,19.688,19.258,0.5755
26.523,21.745,20.104,19.131,18.769,0.5088
22.798,21.981,20.728,19.636,19.079,0.5868
25.048,22.321,20.494,19.488,19.379,0.5291
24.506,23.035,20.741,19.621,18.951,0.6305
22.499,22.355,20.470,19.439,18.815,0.5558
22.526,22.553,20.853,19.830,19.572,0.7319
24.938,22.355,20.682,19.681,19.251,0.5337
23.624,22.761,21.204,19.842,19.431,0.6626
23.066,22.167,20.609,19.548,19.124,0.5089
22.629,22.755,20.894,19.747,19.140,0.6111
22.068,22.328,20.701,19.522,18.764,0.6326
26.014,22.226,20.672,19.694,19.401,0.5442
22.948,21.957,20.519,19.587,18.784,0.7500
22.408,22.046,20.904,19.937,19.476,0.6105
22.576,22.195,20.462,19.515,19.158,0.5235
25.681,22.465,20.821,19.986,19.438,0.4525
26.016,22.287,20.577,19.285,18.665,0.6951
26.016,22.024,20.696,19.462,19.142,0.6401
22.861,21.896,20.392,19.350,19.009,0.5377
22.407,22.064,20.492,19.440,19.005,0.5240
24.107,22.180,20.621,19.761,19.203,0.5258
25.228,21.554,19.846,18.946,18.498,0.4609
23.273,22.581,21.615,20.632,21.091,0.3747
23.943,22.859,20.791,19.645,19.190,0.5650
22.440,23.039,20.918,19.697,19.272,0.6095
23.979,22.542,21.350,20.005,19.824,0.6113
22.576,22.136,21.041,20.137,19.764,0.5261
26.075,22.218,20.983,19.872,19.540,0.5498
22.353,22.615,19.927,18.891,18.647,0.5663
26.026,22.733,21.010,19.835,19.352,0.6120
21.724,21.080,19.567,18.553,18.048,0.5661
25.528,22.684,21.410,20.113,19.479,0.6105
25.975,22.099,20.553,19.662,19.288,0.5511
25.071,22.326,20.732,19.791,19.454,0.5237
22.611,21.174,19.905,18.848,18.397,0.5511
24.936,21.811,20.148,19.138,18.652,0.5240
22.631,22.543,20.932,20.040,19.574,0.6268
21.802,21.035,19.563,18.628,18.183,0.4920
22.165,24.710,21.811,20.355,20.437,0.6404
23.291,21.688,20.442,19.628,19.190,0.5055
24.602,21.884,20.313,19.208,18.849,0.5349
23.388,23.271,21.044,19.904,19.304,0.6138
22.418,22.120,20.980,19.978,19.325,0.6524
23.676,22.138,21.055,20.059,19.370,0.6994
22.641,21.534,20.021,19.073,18.714,0.5119
24.020,22.556,20.884,19.884,19.509,0.5259
24.084,22.081,20.477,19.620,19.314,0.4054
25.720,21.988,20.697,19.828,19.204,0.4866
26.141,23.206,20.819,19.869,19.179,0.5868
23.065,22.971,20.664,19.276,18.784,0.6921
23.334,22.049,20.548,19.518,18.967,0.5229
21.917,21.719,20.090,19.198,18.885,0.5251
22.886,21.095,19.521,18.617,18.195,0.4881
21.749,21.520,20.042,19.134,18.690,0.4910
24.877,22.221,20.319,19.341,18.842,0.5309
22.650,21.880,20.317,19.392,19.069,0.5346
22.466,21.753,20.598,19.661,19.107,0.5355
22.503,22.802,20.493,19.497,19.027,0.5251
22.372,22.515,20.834,19.777,19.304,0.6146
23.195,22.587,20.998,20.078,19.894,0.5798
26.058,22.375,20.814,19.769,19.461,0.5631
22.449,22.016,21.016,20.051,19.840,0.6282
24.907,22.071,20.148,19.206,18.697,0.5262
24.584,21.944,20.385,19.350,18.878,0.6148
23.821,22.842,20.951,19.630,19.182,0.6637
25.147,22.510,21.296,20.436,20.075,0.5371
25.186,22.125,21.242,19.974,19.376,0.7353
23.281,21.980,20.241,19.365,18.914,0.5200
26.786,21.673,20.179,19.206,18.675,0.5235
24.524,22.232,20.819,19.989,19.431,0.5656
23.212,21.874,21.049,19.985,20.048,0.7736
22.857,22.688,21.258,19.609,18.926,0.0003
23.008,22.421,20.634,19.566,19.165,0.6036
22.355,21.954,20.714,19.678,19.320,0.5651
22.954,22.189,20.947,19.846,19.568,0.6516
25.022,21.778,20.663,19.529,19.095,0.7451
21.335,21.520,20.269,19.345,18.716,0.5766
24.980,21.847,20.308,19.355,18.884,0.7285
23.302,22.859,20.849,19.924,19.706,0.5910
26.273,21.914,20.346,19.491,19.666,0.5310
23.047,21.119,19.760,18.707,18.136,0.0005
23.587,23.126,21.187,20.079,19.379,0.6493
26.642,22.660,20.710,19.693,19.090,0.5119
23.664,22.342,20.660,19.604,19.445,0.5190
23.737,21.884,20.281,19.422,18.798,0.4355
21.940,22.376,20.719,19.682,19.308,0.5189
23.661,22.045,20.632,19.438,19.212,0.6634
22.662,21.090,19.531,18.454,18.072,0.5093
25.271,22.748,20.948,19.827,19.377,0.6393
25.930,22.135,20.371,19.299,18.711,0.5629
23.257,22.468,21.089,19.977,19.602,0.5170
24.632,22.593,20.904,19.870,19.468,0.5913
24.131,21.842,20.426,19.544,19.113,0.5132
21.740,21.693,20.288,19.230,18.768,0.6027
25.814,21.790,20.146,19.075,18.580,0.5922
22.881,22.375,20.746,19.671,18.984,0.5484
23.911,21.912,20.179,19.259,19.027,0.4909
23.915,21.577,19.981,18.811,18.039,0.0003
24.068,22.931,20.632,19.550,18.995,0.5632
25.904,21.760,19.836,18.819,18.396,0.5217
23.986,22.313,20.665,19.475,18.777,0.0005
22.531,21.974,20.548,19.504,19.154,0.5164
25.064,23.319,21.081,19.788,19.261,0.6507
21.978,21.633,20.040,19.183,18.704,0.4630
24.022,22.304,20.990,19.894,19.940,0.4963
25.028,22.150,20.622,19.774,19.336,0.4638
26.397,22.422,20.896,19.972,19.573,0.6113
24.804,22.471,20.749,19.702,19.151,0.5249
23.054,22.806,20.793,19.757,19.747,0.4986
22.199,22.689,21.130,19.888,20.442,0.4363
25.548,21.929,20.778,19.672,19.355,0.6476
22.844,22.155,20.633,19.703,19.360,0.5282
25.436,23.019,21.354,20.297,20.051,0.6810
23.220,22.491,20.703,19.585,19.344,0.6650
21.604,21.338,19.980,19.200,18.769,0.5114
22.832,22.371,20.838,19.574,19.046,0.6772
22.628,21.580,20.191,19.354,18.986,0.4894
21.635,21.911,20.639,19.795,19.359,0.6074
23.922,21.327,20.122,19.290,18.835,0.5153
23.251,22.049,20.171,19.145,18.748,0.4709
25.531,22.363,20.305,19.353,19.087,0.4615
23.442,21.793,20.333,19.453,19.027,0.5163
24.922,21.752,20.235,19.281,18.600,0.5169
24.049,22.369,20.925,20.008,19.650,0.5271
21.508,22.034,20.561,19.722,19.751,0.5437
23.347,22.107,20.551,19.534,19.266,0.5180
25.270,21.344,19.800,18.786,18.302,0.5303
25.482,21.618,19.797,18.832,18.226,0.5363
22.574,22.781,20.507,19.544,19.092,0.5013
23.026,22.048,20.571,19.674,19.062,0.5196
23.436,21.916,19.735,18.799,18.593,0.4367
25.908,22.376,20.801,19.832,19.559,0.5205
23.575,22.431,21.282,20.350,19.813,0.7216
22.694,22.397,20.993,20.056,19.672,0.5667
21.890,21.766,20.210,19.168,18.858,0.5160
25.813,22.668,21.091,20.011,19.523,0.5835
25.601,22.107,20.337,19.283,18.836,0.5291
24.667,22.291,20.358,19.295,18.834,0.5155
23.279,22.475,20.695,19.709,19.380,0.5184
22.029,21.992,20.645,19.897,19.432,0.6427
22.943,22.199,20.647,19.753,19.477,0.5182
25.151,21.946,20.274,19.228,18.737,0.5298
25.635,22.003,20.729,19.707,19.282,0.6217
23.033,22.342,20.793,19.874,19.161,0.5592
22.535,22.018,20.531,19.646,19.188,0.5249
22.729,21.609,20.104,19.171,18.839,0.5813
24.585,21.826,20.511,19.684,19.419,0.3853
22.170,22.113,20.020,19.046,18.569,0.5311
22.787,21.883,20.495,19.515,19.085,0.5151
25.334,21.598,20.320,19.340,18.801,0.5162
24.193,22.335,20.839,19.701,19.104,0.6055
23.140,23.251,20.768,19.630,19.492,0.6299
25.307,22.376,20.696,19.625,19.207,0.5259
25.937,21.819,20.401,19.552,19.283,0.4692
24.134,22.587,20.727,19.615,19.383,0.6171
22.442,23.294,20.840,19.830,19.356,0.5909
21.514,22.484,20.825,19.991,19.831,0.4654
23.396,22.126,20.531,19.727,19.431,0.4682
24.194,22.535,21.013,19.882,19.585,0.7148
23.787,22.660,20.703,19.713,19.077,0.5184
24.516,21.655,19.861,18.764,18.348,0.5622
21.979,21.716,21.204,19.732,20.646,0.3093
24.726,22.264,20.983,20.139,20.042,0.4131
25.782,21.972,20.270,19.488,19.085,0.4585
22.926,22.159,20.519,19.751,19.188,0.4535
22.304,22.414,20.531,19.688,19.161,0.5268
23.695,21.631,19.667,18.810,18.417,0.4538
23.058,22.383,20.573,19.691,19.118,0.5233
24.482,22.826,21.679,20.411,19.878,0.5974
22.299,22.492,20.778,19.789,19.384,0.5368
23.090,21.875,20.336,19.416,19.018,0.6243
25.684,22.002,20.397,19.449,19.244,0.5141
23.796,21.842,20.255,19.499,19.173,0.3641
22.621,22.299,20.512,19.598,19.065,0.5159
27.254,21.966,20.228,19.270,18.778,0.5509
23.227,21.761,20.317,19.287,18.818,0.5466
22.088,21.156,19.613,18.773,18.266,0.4578
22.744,22.009,20.323,19.221,18.754,0.5955
21.949,21.368,20.096,18.973,18.243,0.5509
25.119,21.809,20.026,19.144,18.913,0.4880
23.912,21.259,19.896,18.958,18.598,0.5265
24.704,22.180,20.521,19.671,19.259,0.4959
23.770,23.307,21.300,20.110,19.576,0.6232
23.324,22.354,20.807,19.639,19.144,0.6225
22.794,21.570,20.359,19.424,19.251,0.6815
25.179,22.090,20.760,19.983,19.541,0.5702
22.760,22.965,20.954,19.848,19.278,0.6237
24.840,21.642,20.314,19.540,19.530,0.5267
22.319,22.388,20.797,19.867,19.361,0.5191
24.839,21.393,20.243,19.355,18.810,0.4870
22.240,21.428,20.536,19.220,19.307,0.5653
25.716,21.873,20.394,19.480,19.020,0.5578
23.682,21.484,19.868,19.088,18.745,0.4789
24.791,21.187,19.831,19.092,18.743,0.0989
24.349,21.774,20.382,19.462,18.899,0.3816
22.779,21.193,19.581,18.733,18.180,0.5048
23.579,21.869,20.418,19.545,19.184,0.5131
24.937,21.176,19.683,18.896,18.594,0.4402
21.549,21.379,20.429,19.404,18.938,0.6793
21.797,21.557,19.634,18.792,18.354,0.4992
22.493,20.431,18.819,18.017,17.544,0.3307
24.776,23.269,21.219,20.219,19.590,0.5166
23.889,21.460,19.789,18.917,18.444,0.5140
23.399,22.587,20.782,19.916,19.394,0.5109
22.704,21.995,20.512,19.543,19.222,0.4987
24.486,23.001,20.947,19.623,19.094,0.6103
22.325,21.533,19.943,19.135,18.639,0.5129
24.627,21.524,19.891,19.097,18.712,0.4702
24.515,22.274,20.797,19.891,19.702,0.5134
25.653,22.401,21.110,20.218,19.491,0.7282
23.633,21.641,20.243,19.479,19.363,0.5494
24.749,21.779,20.307,19.413,18.857,0.5107
24.440,22.067,20.228,19.311,18.793,0.4932
24.271,22.954,20.592,19.471,18.958,0.4278
23.213,22.278,20.896,19.963,19.459,0.5096
22.649,22.196,20.537,19.358,18.915,0.6556
23.874,21.958,20.405,19.493,19.295,0.5961
23.789,21.627,20.153,19.289,18.888,0.5018
24.081,22.372,20.955,19.487,18.677,0.0006
24.610,22.322,20.611,19.827,19.520,0.5006
26.397,21.875,20.312,19.522,18.921,0.4227
23.681,22.489,20.771,19.855,19.351,0.5733
26.082,21.934,20.266,19.443,19.122,0.5121
22.220,21.806,20.159,19.381,18.877,0.4554
25.310,22.001,20.215,19.125,18.581,0.5957
25.587,21.870,19.942,19.116,18.654,0.4558
22.286,21.294,19.681,18.784,18.428,0.5966
24.966,22.714,21.245,19.753,19.342,0.3596
23.882,22.949,20.755,19.825,19.386,0.5248
21.910,22.446,20.575,19.572,18.851,0.7671
23.859,22.124,20.565,19.786,19.553,0.5877
23.494,22.168,20.641,19.536,19.066,0.5973
22.425,21.845,20.187,19.318,18.766,0.5019
21.887,21.582,19.914,18.984,18.565,0.5071
23.357,21.816,20.009,18.907,18.426,0.5440
24.831,22.064,20.762,19.898,19.382,0.3044
26.743,21.522,20.131,19.069,18.412,0.4651
23.051,21.729,20.234,19.209,18.955,0.5752
24.142,22.019,20.329,19.520,19.072,0.5611
22.820,21.924,20.384,19.378,19.102,0.5061
22.411,21.737,20.102,18.922,18.410,0.6569
22.775,23.270,21.045,19.853,18.942,0.5886
22.547,21.358,19.849,18.907,18.497,0.3200
24.930,22.483,20.944,20.026,19.818,0.7082
23.465,22.463,20.581,19.732,19.193,0.4992
24.825,22.205,20.802,20.019,19.494,0.5936
22.880,21.356,19.840,19.015,18.579,0.5462
24.905,21.897,19.602,18.597,18.100,0.5453
23.925,21.776,19.875,18.932,18.513,0.5333
25.186,22.656,20.754,19.788,19.803,0.5835
25.788,22.209,20.323,19.369,18.900,0.5017
25.628,22.520,20.759,19.778,19.381,0.5823
22.286,21.513,19.840,19.048,18.576,0.4545
22.252,21.491,19.695,18.730,18.248,0.5149
23.560,21.801,20.168,19.095,18.606,0.5772
22.642,21.629,20.430,19.509,19.092,0.5036
25.662,22.201,20.701,19.542,19.175,0.5627
23.565,22.302,20.741,19.794,19.489,0.5007
24.597,22.337,20.576,19.573,19.223,0.5258
25.106,21.944,20.333,19.350,18.907,0.5499
25.160,21.662,20.116,19.263,18.931,0.4980
23.683,21.769,20.455,19.633,19.120,0.5863
23.659,22.231,20.507,19.704,19.248,0.4419
24.060,22.456,20.832,19.881,19.425,0.5314
23.422,21.806,20.357,19.622,19.323,0.5317
23.179,21.897,20.121,18.852,18.555,0.6551
22.367,22.607,20.729,19.793,19.825,0.5603
24.643,21.877,20.111,19.298,19.079,0.5269
23.628,22.237,20.509,19.491,19.012,0.5208
25.193,22.083,20.331,19.550,19.181,0.5043
24.222,21.791,20.484,19.528,19.417,0.5874
24.976,21.792,20.243,19.485,19.198,0.4377
24.688,22.046,20.650,19.593,19.294,0.5016
24.268,22.550,20.717,19.685,19.223,0.5187
22.948,21.697,20.086,19.093,18.682,0.5219
23.832,22.925,21.047,20.095,19.708,0.5334
22.683,23.283,21.323,20.241,19.989,0.6348
22.798,21.265,19.638,18.880,18.350,0.4216
25.833,21.453,20.321,19.311,18.645,0.5474
25.692,21.745,20.007,19.215,18.813,0.4839
26.041,22.412,20.669,19.709,19.273,0.5081
24.879,22.521,20.752,19.509,19.130,0.6351
23.533,22.948,20.419,19.469,19.008,0.5183
26.342,22.426,20.864,19.876,19.602,0.5755
23.223,22.143,20.608,19.764,19.350,0.5003
22.391,22.136,20.711,19.786,19.304,0.5279
24.838,21.426,19.775,18.995,18.664,0.3999
25.507,22.341,20.623,19.761,19.384,0.5238
22.446,22.134,20.453,19.621,19.181,0.5253
24.895,21.845,20.330,19.580,19.034,0.4108
23.050,22.589,20.653,19.824,19.283,0.5352
24.798,21.927,20.592,19.613,19.131,0.4535
24.738,22.620,21.200,20.174,19.675,0.5255
26.123,21.827,20.963,19.841,19.416,0.5849
25.916,23.281,21.077,19.956,19.678,0.5913
25.583,21.934,20.401,19.404,18.923,0.5839
24.008,23.106,21.097,19.933,19.438,0.5722
22.561,21.429,20.254,19.390,19.230,0.4961
22.102,22.317,20.492,19.514,19.069,0.5568
24.748,22.884,20.887,19.863,19.367,0.5214
23.405,21.952,20.554,19.607,19.194,0.6061
24.802,22.022,20.520,19.730,19.330,0.4377
22.537,22.711,21.066,19.809,19.238,0.6552
24.976,22.110,20.431,19.399,19.011,0.5869
23.826,21.957,20.280,19.513,19.054,0.4377
22.967,22.591,20.758,19.917,19.383,0.5016
25.522,22.438,21.033,19.888,19.592,0.5914
23.061,22.097,20.262,19.378,18.727,0.5019
21.831,21.200,19.635,18.871,18.531,0.4123
24.374,21.572,19.982,19.089,18.542,0.5297
22.765,21.673,20.470,19.475,19.108,0.5605
24.313,21.869,20.424,19.441,19.024,0.5273
25.356,22.339,20.873,19.995,19.596,0.3677
24.292,22.360,20.729,19.774,19.325,0.5611
22.215,21.818,20.652,19.739,19.341,0.5499
23.634,22.103,20.270,19.405,19.091,0.5410
23.904,22.277,20.742,19.836,19.302,0.5601
24.489,21.844,20.429,19.618,19.385,0.4987
23.530,21.902,20.277,19.495,19.137,0.5017
23.440,22.029,20.571,19.614,19.155,0.5425
23.496,21.978,20.476,19.667,19.307,0.3493
23.389,21.816,20.033,19.096,18.602,0.5551
24.519,22.868,20.570,19.454,19.134,0.5647
24.855,22.055,19.854,18.924,18.594,0.5301
23.712,22.151,21.026,20.041,19.461,0.5450
25.263,22.397,20.528,19.650,19.334,0.4743
22.738,21.930,20.588,19.756,19.515,0.3779
23.157,22.095,20.538,19.727,19.125,0.5100
23.486,21.862,20.163,19.374,18.958,0.4207
23.297,21.937,20.168,19.297,18.959,0.5462
22.558,21.365,19.688,18.653,18.312,0.5511
21.478,20.991,19.665,18.882,18.527,0.5541
23.726,21.999,20.446,19.600,18.982,0.4420
26.197,21.338,19.994,19.205,18.726,0.4407
25.169,22.284,20.771,19.403,18.914,0.6477
23.465,22.279,20.414,19.542,19.040,0.5242
22.339,21.816,20.004,19.033,18.433,0.5524
26.424,22.322,20.263,19.183,18.740,0.5327
23.922,21.988,20.494,19.631,19.166,0.5250
23.884,21.869,19.964,19.052,18.517,0.4728
23.127,21.110,19.723,18.937,18.587,0.4496
21.089,21.288,19.606,18.793,18.331,0.5114
25.782,22.763,20.433,19.348,19.057,0.5543
25.599,21.749,20.274,19.454,19.042,0.4812
25.276,22.281,21.046,19.993,19.863,0.6228
23.342,21.737,20.608,19.715,19.261,0.6920
24.884,22.270,20.596,19.622,19.215,0.5759
22.881,22.193,20.326,19.476,19.086,0.4603
25.764,21.690,20.298,19.548,19.380,0.5241
23.233,22.037,20.524,19.708,19.239,0.5025
22.218,22.311,20.317,19.276,18.896,0.5221
24.053,22.195,20.418,19.396,18.864,0.5235
